asset_id,isin,symbol,provider,status,last_checked,quote_currency,exchange,currency_status,metadata_checked,history_status,history_start,history_end,history_checked,notes
ALTAPROFITS:FONDS-EN-EURO-EUROSSIMA,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
ALTAPROFITS:FONDS-EN-EURO-NETISSIMA,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
ALTAPROFITS:FONDS-CROISSANCE-GENERATIONS-CROISS-NCE-DURABLE,,,,manual,,,,,,,,,,Non-standard identifier or non-market support
FR0010128587,FR0010128587,0P000015L9.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU0224105477,LU0224105477,LU0224105477.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
FR0010668145,FR0010668145,0P0000IT7S.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0010616177,FR0010616177,0P0000HR6L.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU0823425839,LU0823425839,ZSRD.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0007390174,FR0007390174,0P00000FNC.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU1379103812,LU1379103812,0P00018FWZ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU1100076550,LU1100076550,1SCD.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010148981,FR0010148981,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0007076930,FR0007076930,0P00000NME.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010147603,FR0010147603,0P000018HU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0011400712,FR0011400712,0P0000Y520.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0010149302,FR0010149302,Y9U3.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0592698954,LU0592698954,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0010135103,FR0010135103,Y9U6.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010836163,FR0010836163,69X3.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010097683,FR0010097683,0P00000CGO.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU1530899142,LU1530899142,0P00019MC0.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU1623762843,LU1623762843,0P0001FE3K.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
IE00BQ3D6V05,IE00BQ3D6V05,0P000166SB,yahoo,resolved,2026-09-20,USD,PNK,verified_fx_to_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010149120,FR0010149120,Y9U4.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0099161993,LU0099161993,C5Q1.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0000295230,FR0000295230,0P00000PM8.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010321810,FR0010321810,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
IE0030351732,IE0030351732,WYZ1.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0000284689,FR0000284689,CL54.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR00140081Y1,FR00140081Y1,0P0001P1UF.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-05-02,2026-09-23,2026-09-24,MUTUALFUND
FR001400U4T1,FR001400U4T1,0P0001UJXE.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2025-01-13,2026-09-23,2026-09-24,MUTUALFUND
FR001400KAV4,FR001400KAV4,0P0001RSZC.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2023-10-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010177899,FR0010177899,0P00000PNB.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0616856935,LU0616856935,FP7X.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010229187,FR0010229187,0P00000FV4.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0010557967,FR0010557967,0P0000ADK9.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1694789535,LU1694789535,0P0001CH1E.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0284394235,LU0284394235,5L42.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010158048,FR0010158048,0P00001BW0.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0013334380,FR0013334380,0P0001DXU9.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0392098371,LU0392098371,0P0000JND6.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0013333838,FR0013333838,0P0001DXTL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0641745681,LU0641745681,0P0000V07V.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0870553459,LU0870553459,0P0000XTFE.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU2707622630,LU2707622630,0P0001T0AG.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2024-05-21,2026-09-23,2026-09-24,MUTUALFUND
LU1244893696,LU1244893696,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0010859769,FR0010859769,EHQ8.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0007023692,FR0007023692,0P00000C3O.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU0431139764,LU0431139764,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU1819480192,LU1819480192,EHQ6.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0992632538,LU0992632538,0P00013N23.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU1160356009,LU1160356009,0P0001678E.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0010592022,FR0010592022,0P0000D2MT.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010611293,FR0010611293,0P0000GBJZ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1161527038,LU1161527038,EDNN.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010321828,FR0010321828,EHQ1.HM,yahoo,resolved,2026-09-20,EUR,HAM,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0304955437,LU0304955437,0P00009UZB.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0007061882,FR0007061882,0P00000O6Y.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0138007074,LU0138007074,0P000026CA.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR001400Y4C3,FR001400Y4C3,0P0001VF8D.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2025-05-26,2026-09-23,2026-09-24,MUTUALFUND
LU0048584766,LU0048584766,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0114722902,LU0114722902,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0099574567,LU0099574567,FJ2P.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0922334643,LU0922334643,FPG6.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0413543058,LU0413543058,0P0000JC7Q.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0109394709,LU0109394709,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0000987968,FR0000987968,0P00000NZ3.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-21,2026-09-18,2026-09-24,MUTUALFUND
LU0114722498,LU0114722498,FJRQ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0069449576,LU0069449576,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0000987950,FR0000987950,0P00000NYV.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0261948227,LU0261948227,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0702159772,LU0702159772,FJR9.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0048578792,LU0048578792,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0054237671,LU0054237671,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU2210151341,LU2210151341,0P0001KKA7.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0260869739,LU0260869739,FLX6.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0048573561,LU0048573561,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0261953904,LU0261953904,IPGU.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2025-12-30,2026-09-24,2026-09-24,ETF
LU0231205187,LU0231205187,TESU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0114721508,LU0114721508,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0054754816,LU0054754816,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0267388220,LU0267388220,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0202403266,LU0202403266,FJ2E.HM,yahoo,resolved,2026-09-20,EUR,HAM,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0061175625,LU0061175625,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0050427557,LU0050427557,FJRC.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0261952419,LU0261952419,FJR3.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0119124781,LU0119124781,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0173614495,LU0173614495,FJRH.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0048574536,LU0048574536,FPGK.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0055114457,LU0055114457,FPGL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0000097156,FR0000097156,0P00000QGO.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0011153014,FR0011153014,0P0000UUVR.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010086512,FR0010086512,0P00000G8V.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
LU0571100824,LU0571100824,0P0000ZJKU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0007064324,FR0007064324,0P00000H22.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0013433067,FR0013433067,0P0001ILL4.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-23,2026-09-23,2026-09-24,MUTUALFUND
FR0000438905,FR0000438905,0P00000QF5.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010601971,FR0010601971,0P0000KWR3.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0013351285,FR0013351285,0P0001EPLY.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0164881194,LU0164881194,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0164865239,LU0164865239,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0010896944,FR0010896944,0P0000P2U7.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0119750205,LU0119750205,IUGL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0131510165,LU0131510165,0P00001UFS.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-22,2026-09-24,MUTUALFUND
FR001400TS43,FR001400TS43,0P0001UK5Q.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2025-01-20,2026-09-22,2026-09-24,MUTUALFUND
LU2798962978,LU2798962978,0P0001UBP6.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2024-12-09,2026-09-23,2026-09-24,MUTUALFUND
FR0010702084,FR0010702084,0P0000KU3M.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0289089384,LU0289089384,JP5D.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0292454872,LU0292454872,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0107398884,LU0107398884,JPJF.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0159052710,LU0159052710,LU0159052710.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU1033933703,LU1033933703,0P00012DVG.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0740858229,LU0740858229,0P0000VOBL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0070212591,LU0070212591,IH5Y.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0052474979,LU0052474979,JPJX.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0058908533,LU0058908533,JPJV.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0053696224,LU0053696224,JPJW.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0095938881,LU0095938881,LU0095938881.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU1255011097,LU1255011097,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
FR0000980427,FR0000980427,0P00001O87.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0010697532,FR0010697532,0P0000JC17.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0011271550,FR0011271550,0P0000WJFT.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0007374145,FR0007374145,0P00000QRC.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010380675,FR0010380675,0P00007ZHT.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0000003998,FR0000003998,0P00000I2M.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0010700823,FR0010700823,0P0000IVLV.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1435385593,LU1435385593,0P00019846.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0011034131,FR0011034131,0P0000VH9P.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0013254331,FR0013254331,0P0001BGYT.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0000292302,FR0000292302,0P00000PYA.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0007028543,FR0007028543,0P00000PY3.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0007382965,FR0007382965,0P00000MUL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0000027609,FR0000027609,0P00000H0V.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-22,2026-09-24,MUTUALFUND
FR0010230490,FR0010230490,0PP1.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2025-11-20,2026-09-24,2026-09-24,ETF
FR0010752543,FR0010752543,0P0000KTWR.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010689141,FR0010689141,0P0000IKSO.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0012355139,FR0012355139,0P0001572S.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010751008,FR0010751008,0P0000KM3H.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0010858498,FR0010858498,0PP0.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
FR0010679902,FR0010679902,0P0000IKS1.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
FR0014010443,FR0014010443,0P0001X7LU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2025-09-08,2026-09-23,2026-09-24,MUTUALFUND
LU1670707527,LU1670707527,0P0001DFNB.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-08,2026-09-24,2026-09-24,MUTUALFUND
LU1670618690,LU1670618690,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU1670710075,LU1670710075,LU1670710075.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
FR0010400762,FR0010400762,0P0000KOPQ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU0914731947,LU0914731947,0P000100RL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU1329694266,LU1329694266,0P00018EGL.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU1582988058,LU1582988058,0P0001CGZV.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-08,2026-09-24,2026-09-24,MUTUALFUND
LU0914729966,LU0914729966,TC60.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU2257980289,LU2257980289,0P0001LZLW.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-04,2026-09-22,2026-09-24,MUTUALFUND
LU1670631289,LU1670631289,0P0001DFNP.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-08,2026-09-24,2026-09-24,MUTUALFUND
LU1670724373,LU1670724373,LU1670724373.SG,yahoo,resolved,2026-09-20,EUR,STU,verified_eur,2026-09-20,unavailable,,,2026-09-24,MUTUALFUND
LU1303940784,LU1303940784,0P00018KOU.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
LU0914733059,LU0914733059,0P00011IV8.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2022-03-07,2026-09-23,2026-09-24,MUTUALFUND
FR0010657122,FR0010657122,0P0000HX49.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,five_years,2021-09-20,2026-09-23,2026-09-24,MUTUALFUND
LU1670719613,LU1670719613,AN0B.MU,yahoo,resolved,2026-09-20,EUR,MUN,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU0335216932,LU0335216932,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
LU0073232471,LU0073232471,MSJ6.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2026-09-18,2026-09-24,2026-09-24,ETF
LU2638914734,LU2638914734,0P0001RNZQ.F,yahoo,resolved,2026-09-20,EUR,FRA,verified_eur,2026-09-20,shorter_history,2023-09-28,2026-09-22,2026-09-24,MUTUALFUND
LU2459590019,LU2459590019,0P0001OS4A,yahoo,resolved,2026-09-20,USD,PNK,verified_fx_to_eur,2026-09-20,shorter_history,2022-04-14,2026-08-13,2026-09-24,MUTUALFUND
LU0348926287,LU0348926287,,,unresolved,2026-09-24,,,,,,,,,No Yahoo symbol found
